step,item,status,reinserts,hit_ratio
652,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984663
653,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984686
654,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984709
655,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984733
656,Received block blk_<*> of size <*> from /<*>,HIT,0,0.984756
657,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984779
658,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984802
659,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984825
660,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984848
661,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984871
662,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984894
663,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.984917
664,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.984940
665,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984962
666,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.984985
667,Received block blk_<*> of size <*> from /<*>,HIT,0,0.985007
668,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.985030
669,Received block blk_<*> of size <*> from /<*>,HIT,0,0.985052
670,Received block blk_<*> of size <*> from /<*>,HIT,0,0.985075
671,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.985097
672,Received block blk_<*> of size <*> from /<*>,HIT,0,0.985119
673,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.985141
674,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985163
675,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985185
676,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985207
677,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.985229
678,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985251
679,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985272
680,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985294
681,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985316
682,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985337
683,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985359
684,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985380
685,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985401
686,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985423
687,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985444
688,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985465
689,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985486
690,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985507
691,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985528
692,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985549
693,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985570
694,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985591
695,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985612
696,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985632
697,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985653
698,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985673
699,Verification succeeded for blk_<*>,HIT,0,0.985694
700,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985714
701,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.985735
702,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.985755
703,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.985775
704,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985795
705,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985816
706,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985836
707,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.985856
708,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985876
709,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.985896
710,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985915
711,Received block blk_<*> of size <*> from /<*>,HIT,0,0.985935
712,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985955
713,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.985975
714,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.985994
715,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986014
716,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986034
717,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986053
718,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986072
719,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986092
720,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986111
721,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986130
722,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986150
723,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986169
724,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986188
725,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986207
726,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986226
727,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986245
728,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986264
729,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986283
730,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986301
731,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986320
732,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986339
733,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986357
734,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986376
735,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.986395
736,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986413
737,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986431
738,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986450
739,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986468
740,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986486
741,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986505
742,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986523
743,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986541
744,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986559
745,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986577
746,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986595
747,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986613
748,Received block blk_<*> of size <*> from /<*>,HIT,0,0.986631
749,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986649
750,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986667
751,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986684
752,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.986702
753,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986720
754,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986737
755,Verification succeeded for blk_<*>,HIT,0,0.986755
756,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986772
757,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986790
758,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986807
759,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.986825
760,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986842
761,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986859
762,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986877
763,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986894
764,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986911
765,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.986928
766,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.986945
767,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.986962
768,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.986979
769,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.986996
770,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987013
771,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987030
772,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987047
773,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987063
774,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987080
775,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987097
776,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987113
777,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987130
778,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987147
779,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987163
780,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987179
781,Verification succeeded for blk_<*>,HIT,0,0.987196
782,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987212
783,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987229
784,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987245
785,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987261
786,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987277
787,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987294
788,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987310
789,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987326
790,Verification succeeded for blk_<*>,HIT,0,0.987342
791,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987358
792,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987374
793,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987390
794,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987406
795,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987421
796,Verification succeeded for blk_<*>,HIT,0,0.987437
797,Verification succeeded for blk_<*>,HIT,0,0.987453
798,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987469
799,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987484
800,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987500
801,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987516
802,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987531
803,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987547
804,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HIT,0,0.987562
805,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987578
806,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.987593
807,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987608
808,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987624
809,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987639
810,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987654
811,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987670
812,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987685
813,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987700
814,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987715
815,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987730
816,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987745
817,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987760
818,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987775
819,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987790
820,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987805
821,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987820
822,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987835
823,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987849
824,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987864
825,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987879
826,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987893
827,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987908
828,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987923
829,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987937
830,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987952
831,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987966
832,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987981
833,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.987995
834,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988010
835,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988024
836,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988038
837,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988053
838,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988067
839,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988081
840,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988095
841,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988109
842,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HIT,0,0.988124
843,<*>:<*> Served block blk_<*> to /<*>,HIT,0,0.988138
844,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988152
845,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988166
846,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988180
847,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988194
848,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988208
849,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988221
850,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988235
851,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988249
852,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988263
853,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988277
854,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988290
855,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988304
856,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988318
857,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988331
858,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988345
859,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988359
860,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988372
861,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988386
862,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988399
863,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988413
864,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988426
865,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988439
866,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988453
867,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988466
868,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988479
869,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988493
870,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988506
871,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988519
872,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988532
873,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988545
874,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988558
875,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988571
876,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988584
877,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988597
878,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988610
879,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988623
880,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988636
881,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988649
882,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988662
883,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988675
884,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988688
885,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988701
886,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988713
887,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988726
888,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988739
889,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988751
890,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988764
891,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988777
892,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988789
893,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988802
894,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988814
895,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988827
896,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988839
897,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988852
898,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988864
899,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988877
900,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988889
901,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988901
902,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988914
903,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988926
904,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.988938
905,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988950
906,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988962
907,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.988975
908,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988987
909,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988999
910,Received block blk_<*> of size <*> from /<*>,HIT,0,0.989011
911,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.989023
912,<*>:<*> Starting thread to transfer block blk_<*> to <*>:<*>,MISS,0,0.987939
913,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987952
914,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987965
915,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987978
916,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987991
917,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.988004
918,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988017
919,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988030
920,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.988043
921,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988056
922,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988069
923,Deleting block blk_<*> file /<*>/blk_<*>,HIT,0,0.988082
924,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988095
925,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.988108
926,Received block blk_<*> of size <*> from /<*>,HIT,0,0.988121
927,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.988134
928,BLOCK* ask <*>:<*> to delete  blk_<*>,MISS,0,0.987069
929,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987083
930,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.987097
931,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987111
932,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987124
933,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987138
934,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987152
935,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987166
936,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987179
937,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987193
938,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987207
939,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987220
940,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987234
941,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987248
942,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987261
943,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987275
944,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.987288
945,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987302
946,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987315
947,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987328
948,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987342
949,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987355
950,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987368
951,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987382
952,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987395
953,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987408
954,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987421
955,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987435
956,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987448
957,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987461
958,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987474
959,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987487
960,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987500
961,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987513
962,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987526
963,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.987539
964,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987552
965,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HIT,0,0.987565
966,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987578
967,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987590
968,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987603
969,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987616
970,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987629
971,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987642
972,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HIT,0,0.987654
973,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987667
974,PacketResponder <*> for block blk_<*> terminating,HIT,0,0.987680
975,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HIT,0,0.987692
976,Received block blk_<*> of size <*> from /<*>,HIT,0,0.987705
